scen_id,t,std_norm_rand
1,0,-0.44330390652468
1,1,-1.87881454656643
1,2,1.4616345651996
1,3,0.249205941124032
1,4,-0.973806361875301
1,5,0.290245873346423
1,6,0.0770033664013349
1,7,0.540608513967248
1,8,-0.459256102254471
1,9,0.120406706144399
1,10,-0.398072753486703
1,11,0.550074219180479
1,12,-0.182352995083422
1,13,-0.749530919435489
1,14,0.546336671261943
1,15,-1.89513740607007
1,16,0.513557612532287
1,17,-0.839676460725104
1,18,0.687736686576489
1,19,-0.271707306675872
1,20,0.431186263622429
1,21,1.60146647852504
1,22,-0.752502754926273
1,23,0.156281487016016
1,24,1.67729079066132
1,25,0.66190129879447
1,26,-0.16285932607452
1,27,0.285202426973084
1,28,-2.40782750123378
1,29,-0.141907452751223
1,30,0.514252488513053
1,31,0.259191445587744
1,32,0.305746547614646
1,33,0.699398611988436
1,34,-0.727914648819828
1,35,-0.97380662951035
1,36,1.62313475609011
1,37,-0.8167624407752
1,38,-0.773404898582352
1,39,1.37711028304762
1,40,0.182912649756243
1,41,-0.205689314335452
1,42,0.398419498998838
1,43,-0.324637127113455
1,44,-2.02081227490117
1,45,-1.76133728722301
1,46,-0.237865620477629
1,47,0.564926240830435
1,48,-2.49931892994767
1,49,0.558931192551674
1,50,0.133033285014159
1,51,1.13943608641435
1,52,-0.609470893052299
1,53,0.146171053503171
1,54,0.83840177396984
1,55,0.825455946098562
1,56,-0.253648231002622
1,57,0.204652009772674
1,58,-0.611729889611817
1,59,-0.535140641255409
1,60,0.281560137443507
1,61,-0.0312235958775556
1,62,0.0266068843519687
1,63,0.18382938590707
1,64,-0.161831210468841
1,65,1.53291376779817
1,66,1.90827217652534
1,67,0.237170126260373
1,68,-1.1856282126715
1,69,-0.159162170458202
1,70,-0.101903924716333
1,71,-0.602854002268544
1,72,-0.0792248995260386
1,73,0.0310688482657932
1,74,-0.573040880993253
1,75,-0.653960381643433
1,76,-0.819885622800055
1,77,-0.478733603329104
1,78,-0.128698078899696
1,79,-1.78111668085057
1,80,-0.585264436616387
1,81,0.591264783783077
1,82,0.265673370078445
1,83,0.897142653631011
1,84,-1.61169871779787
1,85,-0.571639537934291
1,86,-0.843371409240076
1,87,1.75564306079098
1,88,-1.09373304538456
1,89,-0.401798342656151
1,90,1.51176142861898
1,91,0.239586496790751
1,92,-0.199174726084207
1,93,1.9145427778803
1,94,-0.662644974898366
1,95,-1.30637789265418
1,96,-0.123225078656804
1,97,0.137704185501803
1,98,0.272772375456447
1,99,-0.82724199861231
1,100,0.0618615595769381
1,101,0.566053295654594
1,102,1.30204938748446
1,103,0.16748207978563
1,104,0.354039947770665
1,105,0.438631713674177
1,106,-0.52115696763654
1,107,0.137415896308167
1,108,2.26881547524744
1,109,0.559609994551655
1,110,0.471293520508863
1,111,-0.642002760316203
1,112,-0.0195155608293714
1,113,0.0661575644332615
1,114,-0.301521575078076
1,115,-0.374967959287961
1,116,0.205712021585061
1,117,-0.954846971446885
1,118,1.58113320397195
1,119,1.60167562370015
1,120,1.00017002699742
1,121,0.117755275217519
1,122,0.0452583839409642
1,123,0.344705810853384
1,124,0.164982341578286
1,125,0.963073238412204
1,126,-0.835251315662965
1,127,0.715966098971956
1,128,-0.742319217685734
1,129,-0.168834430139876
1,130,0.204417906980808
1,131,0.520092300212715
1,132,-0.631771182373598
1,133,0.113607333421105
1,134,-0.692320124851875
1,135,0.319246559164511
1,136,2.00054804903072
1,137,-0.619725330668257
1,138,0.908597393974779
1,139,1.26069894608979
1,140,0.138081487102269
1,141,-0.844072324175407
1,142,-1.15526643548977
1,143,1.43334560463281
1,144,-1.42572693653606
1,145,-0.542618943466485
1,146,0.0366878354303649
1,147,0.368661117337944
1,148,1.25198579419624
1,149,0.572361695072068
1,150,-0.22460888679743
1,151,1.47080611066565
1,152,0.452944952153006
1,153,0.408724078426522
1,154,0.885625977342607
1,155,0.87194533220851
1,156,-0.915088032876085
1,157,0.703908581510947
1,158,-0.644837871982676
1,159,-0.25258525524182
1,160,-0.812621388948969
1,161,0.866150659791324
1,162,0.180381225113326
1,163,-0.175631890360708
1,164,-0.560636084588572
1,165,0.607238201150398
1,166,0.801479256583853
1,167,2.71369056346787
1,168,-2.01089600980935
1,169,-0.353350469047905
1,170,0.904718429624185
1,171,0.872134225607632
1,172,-0.959205083349328
1,173,0.233700097853773
1,174,-2.18215508665984
1,175,0.0596231926027595
1,176,1.45115448961271
1,177,-1.81132626191196
1,178,-1.0992845418983
1,179,0.725039177471057
1,180,-0.0479654034132512
1,181,-0.553019624305572
1,182,-0.849672874855138
1,183,0.464040677705029
1,184,0.389320642377781
1,185,-1.05386660155499
1,186,-0.328370058903022
1,187,1.28889110509338
1,188,-0.138047582285806
1,189,0.517267495377171
1,190,0.563975835983187
1,191,-0.676450461991617
1,192,1.18996909277225
1,193,0.526772321198937
1,194,1.33785358700108
1,195,-0.823947958453896
1,196,0.252868133059702
1,197,0.918318951742559
1,198,-2.07430295108552
1,199,0.334974026846792
1,200,-0.529625178921041
1,201,-0.417506488864348
1,202,-1.47343507661206
1,203,-0.0388690436062341
1,204,0.940311605487807
1,205,-1.05225370972043
1,206,1.31242739325999
1,207,-1.19891587756435
1,208,1.35369250757151
1,209,1.48309507503409
1,210,0.632587083648603
1,211,1.84189985662584
1,212,1.1306269051491
1,213,0.0306651869962053
1,214,-0.242723637507168
1,215,0.394997835326215
1,216,0.693814220100229
1,217,-0.621577427787632
1,218,0.583611968288235
1,219,0.764018242422351
1,220,-1.48809127768709
1,221,0.0559811985095711
1,222,-2.14059726986802
1,223,-0.84174142289033
1,224,-0.662610013072343
1,225,0.0554478704145626
1,226,-2.02902315122967
1,227,0.636459650167516
1,228,-0.977200009603378
1,229,0.789887386644917
1,230,1.25501775259238
1,231,-0.902728664360592
1,232,0.370783544730965
1,233,1.39741994765183
1,234,-0.680031415243526
1,235,1.83560714176172
1,236,1.63622384640898
1,237,0.319184753784503
1,238,1.05261724596978
1,239,-0.720408786806888
1,240,-1.21873942584884
1,241,-1.60676826150489
1,242,-1.35727064706551
1,243,-1.38488931607297
1,244,0.491118032922025
1,245,-0.571030638025212
1,246,1.76177651918759
1,247,1.0356364515908
1,248,2.16863046325896
1,249,-0.558130031860394
1,250,1.27282578244121
1,251,-0.0994217321039103
1,252,-0.0498022692415425
1,253,0.992917808269069
1,254,0.0780331713301107
1,255,-0.74293477278132
1,256,1.83967357983059
1,257,-0.426794056569563
1,258,0.660812743065994
1,259,0.393925671444545
1,260,-1.02622904291526
1,261,0.709552191899405
1,262,0.839273566444144
1,263,-1.13770045593085
1,264,-1.38661798208665
1,265,-1.26860004771891
1,266,1.2475926761177
1,267,-0.335985923852765
1,268,1.01785401960375
1,269,-0.663836512173009
1,270,0.51183685545349
1,271,-1.42275736399754
1,272,-0.283784391941806
1,273,0.46929761938669
1,274,-0.658487106236542
1,275,-1.72633010907657
1,276,0.335269151565682
1,277,-1.03120555228268
1,278,-0.828264075390801
1,279,1.3821303002045
1,280,1.69526587158118
1,281,-0.147437306108802
1,282,-0.254934635221258
1,283,0.146290135926018
1,284,-2.10678976001672
1,285,-0.846714329285934
1,286,0.504415830708997
1,287,0.923622994251885
1,288,-0.21944900205796
1,289,-0.451466957277241
1,290,0.158573583469528
1,291,-0.889444236951678
1,292,-1.75301738952607
1,293,-0.111805470663509
1,294,2.1280548292871
1,295,0.158084888262762
1,296,3.6171467578684897
1,297,0.54994154722408
1,298,1.49348743554506
1,299,-0.193924760121624
1,300,-2.01010662615636
1,301,-0.449428408437561
1,302,0.607921424021904
1,303,-0.847677620532309
1,304,0.741689659497256
1,305,-0.0984617044505173
1,306,-1.03160033451558
1,307,1.34021342176722
1,308,0.743447297366372
1,309,-0.771426045885134
1,310,0.0625697949032275
1,311,1.29951980706609
1,312,-2.55416757405573
1,313,1.74212177658105
1,314,-1.2431948763075
1,315,1.2764422251613
1,316,0.824731134363956
1,317,0.562426651486256
1,318,0.383563487377413
1,319,0.698400146747972
1,320,0.816972281530745
1,321,0.494594971360012
1,322,0.101364783336529
1,323,0.319513796986543
1,324,1.05453245038663
1,325,0.468629242511546
1,326,-1.06836966834354
1,327,1.52651649535356
1,328,0.444424812791473
1,329,-0.204419955359204
1,330,-0.792872016053202
1,331,-1.5163909434388
1,332,-0.894200620436911
1,333,0.0596356990430382
1,334,-1.45531363682199
1,335,-0.136664121575391
1,336,-0.171672110990953
1,337,-0.867656864334918
1,338,-0.304514041478178
1,339,-0.0585493475954812
1,340,1.17847493589942
1,341,0.687369059337068
1,342,0.395980402624086
1,343,0.548232954867272
1,344,0.559848703622188
1,345,-0.706592437525853
1,346,-0.848056489224312
1,347,-0.614616654371058
1,348,-0.543663942309895
1,349,-1.0956134668653
1,350,-1.7834532157092
1,351,1.45185358416224
1,352,1.32689709820626
1,353,0.486968031184603
1,354,0.203049190402127
1,355,0.35314289106716
1,356,-0.543961686545624
1,357,-1.06792796385399
1,358,0.853721491321816
1,359,-0.44110074810188
1,360,-0.673306739975385
1,361,1.31675698234044
1,362,0.274365516387628
1,363,0.729819427206839
1,364,-0.690371728443454
1,365,1.30643559753477
1,366,-0.120437325823464
1,367,-0.322561421860283
1,368,0.740870353392151
1,369,2.14102012728221
1,370,0.843043167978044
1,371,1.05832628046057
1,372,1.3403358599909
1,373,-0.180942711654068
1,374,0.215517524677187
1,375,-0.0742678507688859
1,376,-1.0006284068183
1,377,0.374606837531375
1,378,-0.473710619387449
1,379,-0.990129948621575
1,380,-0.551252231768874
1,381,1.36218973710397
1,382,0.031985327319464
1,383,-0.25802467906904
1,384,0.731010870454076
1,385,-0.111739637296278
1,386,0.106360527521642
1,387,0.666154022821308
1,388,-0.0536879101956215
1,389,-0.742890965860866
1,390,1.53942559450705
1,391,0.179041904280671
1,392,0.866318695100397
1,393,1.39648329917123
1,394,-1.07325744377144
1,395,1.41215043143276
1,396,1.20152820898202
1,397,-0.189803265470252
1,398,-0.441142244885155
1,399,0.256523013544756
1,400,-1.57061019415082
1,401,0.852158036473535
1,402,1.19600397683523
1,403,-2.21047729424088
1,404,-0.156994187643404
1,405,1.51627876439215
1,406,0.341065816538994
1,407,-1.58901325948357
1,408,-0.0933729241511695
1,409,0.174908609160611
1,410,-0.0926476534606552
1,411,-0.850525827271181
1,412,-0.236115265256697
