sex,age,mort_rate,provenance
M,18,0.0002537535093949772,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,19,0.0002765913252405252,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,20,0.00030148454451217247,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,21,0.000328618153518268,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,22,0.00035819378733491214,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,23,0.00039043122819505427,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,24,0.0004255700387326092,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,25,0.00046387134221854406,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,26,0.000505619763018213,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,27,0.0005511255416898523,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,28,0.000600726840441939,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,29,0.0006547922560817135,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,30,0.0007137235591290678,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,31,0.000777958679450684,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,32,0.0008479749606012456,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,33,0.0009242927070553578,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,34,0.0010074790506903399,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,35,0.0010981521652524708,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,36,0.0011969858601251933,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,37,0.0013047145875364607,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,38,0.0014221389004147422,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,39,0.001550131401452069,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,40,0.0016896432275827556,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,41,0.0018417111180652037,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,42,0.002007465118691072,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,43,0.002188136979373269,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,44,0.002385069307516863,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,45,0.002599725545193381,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,46,0.0028337008442607856,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,47,0.0030887339202442564,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,48,0.00336671997306624,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,49,0.0036697247706422016,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,50,0.004,"[std] notes walk-through anchor: q(M,50) = 0.0040"
M,51,0.00436,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,52,0.0047524,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,53,0.005180116000000001,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,54,0.005646326440000002,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,55,0.006154495819600002,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,56,0.006708400443364002,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,57,0.007312156483266764,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,58,0.007970250566760774,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,59,0.008687573117769245,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,60,0.009469454698368476,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,61,0.010321705621221639,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,62,0.011250659127131588,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,63,0.012263218448573431,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,64,0.013366908108945042,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,65,0.014569929838750098,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,66,0.015881223524237608,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,67,0.017310533641418994,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,68,0.018868481669146703,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,69,0.020566645019369906,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,70,0.0224176430711132,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,71,0.02443523094751339,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,72,0.0266344017327896,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,73,0.029031497888740664,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,74,0.03164433269872732,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,75,0.03449232264161279,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,76,0.03759663167935794,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,77,0.04098032853050016,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,78,0.04466855809824518,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,79,0.04868872832708725,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,80,0.05307071387652511,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,81,0.05784707812541237,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,82,0.06305331515669949,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,83,0.06872811352080244,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,84,0.07491364373767466,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,85,0.08165587167406539,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,86,0.08900490012473128,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,87,0.0970153411359571,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,88,0.10574672183819325,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,89,0.11526392680363065,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,90,0.12563768021595742,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,91,0.1369450714353936,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,92,0.14927012786457902,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
M,93,0.16270443937239118,"[std] INSEE-shaped Gompertz proxy, 9% p.a. age progression"
